品名,日付,販売方法,卸売数量合計,豊洲,大田,豊島,淀橋,板橋,世田谷,北足立,多摩NT,葛西
不知火,2021/2/10,せり・入札,5,－,5,－,－,－,－,－,－,－
不知火,2021/2/10,相対,34846,3851,12215,900,10000,1600,－,5400,80,800
不知火,2021/2/10,第三者販売,385,385,－,－,－,－,－,－,－,－
不知火,2021/2/10,商物分離,1240,－,1240,－,－,－,－,－,－,－
せとか,2021/2/10,相対,1838,738,－,－,－,100,－,900,－,100
せとか,2021/2/10,第三者販売,90,90,－,－,－,－,－,－,－,－
きんかん,2021/2/10,せり・入札,230,－,230,－,－,－,－,－,－,－
きんかん,2021/2/10,相対,10974,2245,7394,－,897,100,30,200,8,100
きんかん,2021/2/10,第三者販売,81,81,－,－,－,－,－,－,－,－
りんご,2021/2/10,せり・入札,7545,－,7515,－,－,－,－,－,－,30
りんご,2021/2/10,相対,241236,19550,157912,2500,25734,11200,500,4500,370,18970
りんご,2021/2/10,第三者販売,6478,－,6378,－,－,100,－,－,－,－
りんご,2021/2/10,商物分離,27900,－,27900,－,－,－,－,－,－,－
いちご,2021/2/10,せり・入札,365,－,265,－,－,－,－,100,－,－
いちご,2021/2/10,相対,169176,15716,121149,1800,9550,3772,600,10900,189,5500
いちご,2021/2/10,第三者販売,1637,376,1184,－,－,28,－,－,49,－
いちご,2021/2/10,商物分離,12381,－,12381,－,－,－,－,－,－,－
アールスメロン,2021/2/10,せり・入札,1261,219,934,8,－,－,－,100,－,－
アールスメロン,2021/2/10,相対,2858,629,1923,192,30,75,－,－,9,－
アールスメロン,2021/2/10,第三者販売,129,104,－,－,－,25,－,－,－,－
キウイ,2021/2/10,相対,6170,－,5881,－,23,－,－,－,166,100
キウイ,2021/2/10,商物分離,720,－,720,－,－,－,－,－,－,－
その他果実,2021/2/10,せり・入札,2577,－,2577,－,－,－,－,－,－,－
その他果実,2021/2/10,相対,235529,42566,35421,13700,21125,42700,2500,51300,1317,24900
その他果実,2021/2/10,第三者販売,8623,8382,241,－,－,－,－,－,－,－
その他果実,2021/2/10,商物分離,8428,－,8428,－,－,－,－,－,－,－
だいこん,2021/2/12,せり・入札,1310,－,710,100,－,200,－,200,－,100
だいこん,2021/2/12,相対,502748,34845,235303,26700,52185,41100,12449,47100,6966,46100
だいこん,2021/2/12,第三者販売,1649,1389,10,200,－,－,－,－,50,－
だいこん,2021/2/12,商物分離,13172,－,13172,－,－,－,－,－,－,－
かぶ,2021/2/12,せり・入札,580,－,580,－,－,－,－,－,－,－
かぶ,2021/2/12,相対,66357,8222,41828,1500,4093,3500,759,3800,1255,1400
かぶ,2021/2/12,第三者販売,17,－,－,－,－,－,－,－,17,－
かぶ,2021/2/12,商物分離,7064,－,6864,－,－,－,－,200,－,－
にんじん,2021/2/12,せり・入札,1600,740,760,－,－,－,－,－,－,100
にんじん,2021/2/12,相対,307594,36509,148351,20000,52260,17200,5844,11400,1930,14100
にんじん,2021/2/12,第三者販売,12190,90,11480,－,－,－,－,－,620,－
にんじん,2021/2/12,商物分離,1883,－,1883,－,－,－,－,－,－,－
ごぼう,2021/2/12,せり・入札,16,－,16,－,－,－,－,－,－,－
ごぼう,2021/2/12,相対,19476,2044,10579,500,2645,1700,673,500,35,800
ごぼう,2021/2/12,第三者販売,20,－,－,－,－,－,－,－,20,－
キャベツ,2021/2/12,せり・入札,1670,470,690,100,－,210,－,100,－,100
キャベツ,2021/2/12,相対,745743,92869,357450,39900,105705,44490,15220,40200,6309,43600
キャベツ,2021/2/12,第三者販売,6730,6190,440,－,－,－,－,－,100,－
キャベツ,2021/2/12,商物分離,76577,－,76577,－,－,－,－,－,－,－
レタス,2021/2/12,せり・入札,1012,－,502,100,－,210,－,100,－,100
レタス,2021/2/12,相対,323106,48262,186585,29400,15217,17390,2072,10200,3480,10500
レタス,2021/2/12,第三者販売,8334,664,7160,500,－,－,－,－,10,－
レタス,2021/2/12,商物分離,54010,－,54010,－,－,－,－,－,－,－
はくさい,2021/2/12,せり・入札,3655,－,2910,150,－,195,－,300,－,100
はくさい,2021/2/12,相対,686219,56669,357650,69850,71690,24805,13454,46700,18101,27300
はくさい,2021/2/12,第三者販売,11750,11645,－,－,－,－,－,－,105,－
はくさい,2021/2/12,商物分離,114400,－,103400,－,－,－,－,11000,－,－
こまつな,2021/2/12,せり・入札,6938,－,4329,200,265,100,44,－,－,2000
こまつな,2021/2/12,相対,48331,8373,21227,2800,5042,4700,629,4700,60,800
こまつな,2021/2/12,第三者販売,185,35,150,－,－,－,－,－,－,－
こまつな,2021/2/12,商物分離,3807,－,3807,－,－,－,－,－,－,－
ほうれんそう,2021/2/12,せり・入札,5661,1665,3241,－,559,80,16,100,－,－
ほうれんそう,2021/2/12,相対,96674,13935,43254,7000,10612,3620,677,9200,1876,6500
ほうれんそう,2021/2/12,第三者販売,700,682,－,－,－,－,－,－,18,－
ほうれんそう,2021/2/12,商物分離,4470,－,4470,－,－,－,－,－,－,－
ねぎ,2021/2/12,せり・入札,2982,821,288,50,1248,75,－,400,－,100
ねぎ,2021/2/12,相対,196395,28123,89203,11835,23718,16525,2691,16200,2100,6000
ねぎ,2021/2/12,第三者販売,3209,2734,100,115,－,－,－,－,260,－
ねぎ,2021/2/12,商物分離,8950,－,8950,－,－,－,－,－,－,－
みずな,2021/2/12,せり・入札,16,－,16,－,－,－,－,－,－,－
みずな,2021/2/12,相対,25153,4581,12571,1000,1540,2000,231,2300,30,900
みずな,2021/2/12,第三者販売,488,25,458,－,－,－,－,－,5,－
みずな,2021/2/12,商物分離,1406,－,1406,－,－,－,－,－,－,－
セルリー,2021/2/12,せり・入札,6,－,6,－,－,－,－,－,－,－
セルリー,2021/2/12,相対,42007,5157,21342,2000,4598,1900,330,4700,780,1200
セルリー,2021/2/12,第三者販売,360,350,－,－,－,－,－,－,10,－
セルリー,2021/2/12,商物分離,1040,－,1040,－,－,－,－,－,－,－
ブロッコリー,2021/2/12,せり・入札,226,－,226,－,－,－,－,－,－,－
ブロッコリー,2021/2/12,相対,191810,26007,111170,2000,26038,3900,1124,4400,2071,15100
ブロッコリー,2021/2/12,第三者販売,4971,4566,400,－,－,－,－,－,5,－
ブロッコリー,2021/2/12,商物分離,25666,－,25666,－,－,－,－,－,－,－
きゅうり,2021/2/12,せり・入札,785,－,460,50,－,75,－,100,－,100
きゅうり,2021/2/12,相対,316607,39952,157415,11950,39296,12925,17339,16600,9430,11700
きゅうり,2021/2/12,第三者販売,1710,1640,－,－,－,－,－,－,70,－
きゅうり,2021/2/12,商物分離,8020,－,8020,－,－,－,－,－,－,－
なす,2021/2/12,せり・入札,274,－,25,50,－,99,－,100,－,－
なす,2021/2/12,相対,146854,27095,72024,4950,14455,8101,2830,5400,4299,7700
なす,2021/2/12,第三者販売,380,238,120,－,－,－,－,－,22,－
なす,2021/2/12,商物分離,3606,－,3606,－,－,－,－,－,－,－
トマト,2021/2/12,せり・入札,720,150,242,32,－,96,－,100,－,100
トマト,2021/2/12,相対,332528,36722,167349,9968,48838,14404,9993,30500,3054,11700
トマト,2021/2/12,第三者販売,5894,5810,28,－,－,－,－,－,56,－
トマト,2021/2/12,商物分離,16184,－,16184,－,－,－,－,－,－,－
ミニトマト,2021/2/12,相対,98564,9265,62103,700,14001,4400,2435,5500,160,－
ミニトマト,2021/2/12,第三者販売,3920,3890,20,－,－,－,－,－,10,－
ミニトマト,2021/2/12,商物分離,13881,－,13881,－,－,－,－,－,－,－
ピーマン,2021/2/12,せり・入札,1274,－,403,－,739,32,－,100,－,－
ピーマン,2021/2/12,相対,100466,11573,51099,5998,14037,4268,4080,4000,311,5100
ピーマン,2021/2/12,第三者販売,776,174,600,2,－,－,－,－,－,－
ピーマン,2021/2/12,商物分離,3057,－,3057,－,－,－,－,－,－,－
じゃがいも,2021/2/12,相対,449038,11393,288785,12000,56710,18000,7120,18500,7430,29100
じゃがいも,2021/2/12,第三者販売,2480,2430,－,－,－,－,－,－,50,－
じゃがいも,2021/2/12,商物分離,11400,－,10200,－,－,－,－,1200,－,－
さつまいも,2021/2/12,せり・入札,435,－,435,－,－,－,－,－,－,－
さつまいも,2021/2/12,相対,166443,15693,94573,6000,19992,8300,2205,7800,3280,8600
さつまいも,2021/2/12,第三者販売,1010,610,400,－,－,－,－,－,－,－
さつまいも,2021/2/12,商物分離,3064,－,3064,－,－,－,－,－,－,－
さといも,2021/2/12,相対,29037,2599,19527,1000,2626,1300,165,1800,20,－
さといも,2021/2/12,第三者販売,200,200,－,－,－,－,－,－,－,－
さといも,2021/2/12,商物分離,365,－,365,－,－,－,－,－,－,－
たまねぎ,2021/2/12,相対,557209,38159,298724,12000,74496,16000,20670,53000,10260,33900
たまねぎ,2021/2/12,第三者販売,45780,－,43260,－,－,－,－,－,2520,－
たまねぎ,2021/2/12,商物分離,36000,－,36000,－,－,－,－,－,－,－
なましいたけ,2021/2/12,せり・入札,366,183,96,－,87,－,－,－,－,－
なましいたけ,2021/2/12,相対,33643,3442,20647,300,1656,1100,374,5100,24,1000
なましいたけ,2021/2/12,第三者販売,396,374,22,－,－,－,－,－,－,－
なましいたけ,2021/2/12,商物分離,955,－,955,－,－,－,－,－,－,－
その他野菜,2021/2/12,せり・入札,11067,1685,4061,－,4621,－,－,200,－,500
その他野菜,2021/2/12,相対,830619,114377,398903,50000,87793,48000,11626,64800,7020,48100
その他野菜,2021/2/12,第三者販売,11984,4469,7515,－,－,－,－,－,－,－
その他野菜,2021/2/12,商物分離,13483,－,13483,－,－,－,－,－,－,－
みかん,2021/2/12,せり・入札,14069,－,8979,－,－,5060,－,－,－,30
みかん,2021/2/12,相対,309355,86793,158538,8500,13004,16540,3000,8100,310,14570
みかん,2021/2/12,第三者販売,10616,9803,813,－,－,－,－,－,－,－
みかん,2021/2/12,商物分離,5000,－,5000,－,－,－,－,－,－,－
ポンカン,2021/2/12,相対,102781,5520,64251,3000,17430,4700,－,6000,80,1800
ポンカン,2021/2/12,商物分離,18332,－,18332,－,－,－,－,－,－,－
あまなつかん,2021/2/12,相対,32730,－,16130,1000,10000,500,－,5000,－,100
あまなつかん,2021/2/12,第三者販売,3250,－,3250,－,－,－,－,－,－,－
いよかん,2021/2/12,相対,116826,12030,45505,8000,31641,7200,300,10000,50,2100
いよかん,2021/2/12,第三者販売,11625,3770,3795,－,－,－,－,－,4060,－
いよかん,2021/2/12,商物分離,14390,－,14390,－,－,－,－,－,－,－
はっさく,2021/2/12,相対,58699,1070,30519,－,9810,600,－,12300,－,4400
はっさく,2021/2/12,第三者販売,1050,－,1050,－,－,－,－,－,－,－
不知火,2021/2/12,せり・入札,195,－,195,－,－,－,－,－,－,－
不知火,2021/2/12,相対,186423,29870,110692,3800,12721,6000,4600,11800,1940,5000
不知火,2021/2/12,第三者販売,3100,1720,1380,－,－,－,－,－,－,－
不知火,2021/2/12,商物分離,2240,－,2240,－,－,－,－,－,－,－
せとか,2021/2/12,せり・入札,453,－,453,－,－,－,－,－,－,－
せとか,2021/2/12,相対,21495,600,15510,600,1385,－,－,3300,－,100
せとか,2021/2/12,第三者販売,33,－,33,－,－,－,－,－,－,－
きんかん,2021/2/12,相対,17692,1751,11758,800,1467,300,200,1300,16,100
きんかん,2021/2/12,第三者販売,433,244,189,－,－,－,－,－,－,－
きんかん,2021/2/12,商物分離,216,－,216,－,－,－,－,－,－,－
りんご,2021/2/12,せり・入札,15544,－,15514,－,－,－,－,－,－,30
りんご,2021/2/12,相対,420319,30188,273159,9000,65602,9270,2400,18800,230,11670
りんご,2021/2/12,第三者販売,4080,－,3950,－,－,130,－,－,－,－
りんご,2021/2/12,商物分離,29000,－,29000,－,－,－,－,－,－,－
いちご,2021/2/12,せり・入札,498,－,227,－,－,6,－,100,－,165
いちご,2021/2/12,相対,281884,24869,201985,2600,15779,5466,600,21100,250,9235
いちご,2021/2/12,第三者販売,4430,2104,2233,－,－,28,－,－,65,－
いちご,2021/2/12,商物分離,15348,－,15348,－,－,－,－,－,－,－
アールスメロン,2021/2/12,せり・入札,2891,265,2518,8,－,－,－,100,－,－
アールスメロン,2021/2/12,相対,5594,846,3943,192,422,91,－,－,－,100
アールスメロン,2021/2/12,第三者販売,222,189,24,－,－,9,－,－,－,－
キウイ,2021/2/12,せり・入札,480,－,480,－,－,－,－,－,－,－
キウイ,2021/2/12,相対,42668,5435,18215,1100,12114,1500,－,3800,4,500
キウイ,2021/2/12,第三者販売,454,108,346,－,－,－,－,－,－,－
キウイ,2021/2/12,商物分離,11734,－,11734,－,－,－,－,－,－,－
その他果実,2021/2/12,せり・入札,1011,－,1011,－,－,－,－,－,－,－
その他果実,2021/2/12,相対,385743,51714,143455,13200,39058,49500,4200,51900,1616,31100
その他果実,2021/2/12,第三者販売,33937,9714,24223,－,－,－,－,－,－,－
その他果実,2021/2/12,商物分離,17993,－,17993,－,－,－,－,－,－,－
だいこん,2021/2/13,せり・入札,1200,－,600,100,－,200,－,200,－,100
だいこん,2021/2/13,相対,396382,23878,194344,14700,40270,38800,8600,38100,6790,30900
だいこん,2021/2/13,第三者販売,6514,6184,－,200,－,－,－,－,130,－
だいこん,2021/2/13,商物分離,38872,－,38872,－,－,－,－,－,－,－
かぶ,2021/2/13,せり・入札,495,－,495,－,－,－,－,－,－,－
かぶ,2021/2/13,相対,56528,8592,35827,1500,2563,2700,420,2800,1626,500
かぶ,2021/2/13,第三者販売,50,－,－,－,－,－,－,－,50,－
かぶ,2021/2/13,商物分離,1632,－,1432,－,－,－,－,200,－,－
にんじん,2021/2/13,せり・入札,4840,480,4260,－,－,－,－,－,－,100
にんじん,2021/2/13,相対,277877,41285,126643,12000,32221,18300,7898,12900,6030,20600
にんじん,2021/2/13,第三者販売,13300,－,9400,3000,－,－,－,－,900,－
にんじん,2021/2/13,商物分離,366,－,366,－,－,－,－,－,－,－
ごぼう,2021/2/13,せり・入札,41,－,41,－,－,－,－,－,－,－
ごぼう,2021/2/13,相対,18247,2219,9638,1000,2046,1600,167,500,77,1000
ごぼう,2021/2/13,第三者販売,4,－,－,－,－,－,－,－,4,－
ごぼう,2021/2/13,商物分離,1006,－,1006,－,－,－,－,－,－,－
キャベツ,2021/2/13,せり・入札,2417,1080,867,100,－,170,－,100,－,100
キャベツ,2021/2/13,相対,729093,76514,366910,34900,90415,37130,12360,40400,16064,54400
キャベツ,2021/2/13,第三者販売,11628,1550,10078,－,－,－,－,－,－,－
キャベツ,2021/2/13,商物分離,151336,－,151336,－,－,－,－,－,－,－
レタス,2021/2/13,せり・入札,955,－,455,100,－,200,－,100,－,100
レタス,2021/2/13,相対,241841,27400,132143,15110,19493,14300,2245,10000,5150,16000
レタス,2021/2/13,第三者販売,4500,180,3520,790,－,－,－,－,10,－
レタス,2021/2/13,商物分離,27470,－,27470,－,－,－,－,－,－,－
はくさい,2021/2/13,せり・入札,1161,－,416,150,－,195,－,300,－,100
はくさい,2021/2/13,相対,473555,50109,238837,54850,43047,16805,11578,21600,8529,28200
はくさい,2021/2/13,第三者販売,5595,5010,585,－,－,－,－,－,－,－
はくさい,2021/2/13,商物分離,66950,－,61950,－,－,－,－,5000,－,－
こまつな,2021/2/13,せり・入札,5899,－,3398,200,163,100,38,－,－,2000
こまつな,2021/2/13,相対,39346,5667,18903,2800,3101,4100,427,3200,48,1100
こまつな,2021/2/13,第三者販売,33,25,－,－,－,－,－,－,8,－
こまつな,2021/2/13,商物分離,1645,－,1645,－,－,－,－,－,－,－
ほうれんそう,2021/2/13,せり・入札,2550,1370,672,－,328,80,－,100,－,－
ほうれんそう,2021/2/13,相対,70929,8979,29536,7000,6229,4320,590,8700,375,5200
ほうれんそう,2021/2/13,第三者販売,4,－,－,－,－,－,－,－,4,－
ほうれんそう,2021/2/13,商物分離,3909,－,3909,－,－,－,－,－,－,－
ねぎ,2021/2/13,せり・入札,2445,746,120,50,954,75,－,400,－,100
ねぎ,2021/2/13,相対,166127,27442,69700,11750,18132,16325,1628,11200,2850,7100
ねぎ,2021/2/13,第三者販売,1450,797,353,200,－,－,－,－,100,－
ねぎ,2021/2/13,商物分離,7950,－,7950,－,－,－,－,－,－,－
みずな,2021/2/13,せり・入札,4,－,4,－,－,－,－,－,－,－
みずな,2021/2/13,相対,19224,3064,8892,1000,1200,1600,263,1800,405,1000
みずな,2021/2/13,第三者販売,761,295,461,－,－,－,－,－,5,－
みずな,2021/2/13,商物分離,1901,－,1901,－,－,－,－,－,－,－
セルリー,2021/2/13,相対,40147,5004,19806,2000,3937,2000,450,4500,950,1500
セルリー,2021/2/13,第三者販売,200,200,－,－,－,－,－,－,－,－
セルリー,2021/2/13,商物分離,30,－,30,－,－,－,－,－,－,－
ブロッコリー,2021/2/13,せり・入札,184,－,128,－,－,－,56,－,－,－
ブロッコリー,2021/2/13,相対,157334,29638,86453,2000,18732,2400,1176,6200,1035,9700
ブロッコリー,2021/2/13,第三者販売,5333,4749,584,－,－,－,－,－,－,－
ブロッコリー,2021/2/13,商物分離,17106,－,17106,－,－,－,－,－,－,－
きゅうり,2021/2/13,せり・入札,740,－,415,50,－,75,－,100,－,100
きゅうり,2021/2/13,相対,196189,26651,88592,11950,19980,13125,10711,8800,5880,10500
きゅうり,2021/2/13,第三者販売,545,515,－,－,－,－,－,－,30,－
きゅうり,2021/2/13,商物分離,2700,－,2700,－,－,－,－,－,－,－
なす,2021/2/13,せり・入札,232,－,25,50,－,57,－,100,－,－
なす,2021/2/13,相対,106180,21353,43166,4950,8095,8343,2804,6000,3769,7700
